cap_number,po_initials,po_race,po_sex,allegations_investigated,investigative_findings,disciplinary_findings
16-0398,JO,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0398,AA,White,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0398,MK,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0398,KB,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0399,UNK,UNK,UNK,Lack of Service,Other than Sustained Finding,Not Applicable
16-0400,JW,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0400,JW,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0401,RB,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0401,RB,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0402,BR,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0402,SM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0403,RM,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0404,UNK,UNK,UNK,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0405,JG,White,Male,Verbal Abuse,Sustained Finding,Training/Counseling
16-0406,EV,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0406,LC,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0407,NA,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0407,NA,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0407,RD,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0407,RD,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0408,UNK,UNK,UNK,Investigation OnGoing,Pending,Pending
16-0409,SL,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0410,RH,Asian,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0410,JF,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0411,RM,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0411,JS,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0412,RB,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0412,RB,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0412,WS,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0412,WS,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0412,MN,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0412,WS,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0412,WS,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0413,AD,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0414,SG,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0415,EE,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0416,JC,White,Male,Harassment,Other than Sustained Finding,Not Applicable
16-0417,AW,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0418,TC,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0418,TC,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0418,BW,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0418,BW,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0419,JD,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0420,UNK,UNK,UNK,Lack of Service,Other than Sustained Finding,Not Applicable
16-0420,JM,White,Male,Harassment,Other than Sustained Finding,Not Applicable
16-0421,RS,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0422,SD,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0422,SD,Black,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0423,TQ,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0424,AH,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0424,PS,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0424,JK,White,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0424,JM,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0425,SP,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0426,PJ,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0427,MM,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0427,MM,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0428,TA,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0428,TA,White,Male,Lack of Service,Sustained Finding,Training/Counseling
16-0428,CG,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0428,KP,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0428,CG,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0428,CG,White,Male,Lack of Service,Sustained Finding,Training/Counseling
16-0428,BA,Black,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0428,BA,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0428,DM,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0428,JP,Black,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0428,CW,Black,Female,Departmental Violation,Sustained Finding,Training/Counseling
16-0428,DM,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0428,JP,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0429,DH,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0429,DH,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0430,UNK,UNK,UNK,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0430,AJ,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0431,ME,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0432,IL,White,Male,Other Misconduct,Other than Sustained Finding,Not Applicable
16-0433,JD,White,Male,Harassment,Other than Sustained Finding,Not Applicable
16-0433,TS,White,Male,Harassment,Other than Sustained Finding,Not Applicable
16-0434,RD,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0435,JR,White,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0435,TP,Black,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0436,RC,Latino,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0437,AM,White,Male,Investigation OnGoing,Pending,Pending
16-0438,UNK,UNK,UNK,Lack of Service,Other than Sustained Finding,Not Applicable
16-0439,VH,Black,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0439,VH,Black,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0439,SM,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0439,SM,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0439,SM,Black,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0439,SM,Black,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0439,VH,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0439,VH,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0440,DH,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0440,TD,White,Male,Lack of Service,Sustained Finding,Training/Counseling
16-0440,JM,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0440,JK,White,Female,Lack of Service,Sustained Finding,Training/Counseling
16-0441,UNK,UNK,UNK,Departmental Violation,Sustained Finding,Pending
16-0441,TD,Black,Female,Departmental Violation,Sustained Finding,Training/Counseling
16-0441,JD,Black,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0441,TP,White,Female,Departmental Violation,Sustained Finding,Training/Counseling
16-0442,JB,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0443,OD,Latino,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0444,DD,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0445,GS,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0446,DS,Black,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0446,AB,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0447,JR,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0448,HC,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0449,TB,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0450,DS,Latino,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0450,SJ,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0450,ET,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0451,UNK,UNK,UNK,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0452,BT,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0453,TL,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0453,MM,Black,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
16-0453,JH,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0453,LG,Latino,Male,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0453,JH,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0453,JH,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0453,JH,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0453,JH,White,Male,Criminal Allegation,Other than Sustained Finding,Not Applicable
16-0453,MM,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0455,QG,Black,Female,Departmental Violation,Sustained Finding,Training/Counseling
16-0455,JS,White,Female,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0455,CK,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0455,DD,White,Male,Physical Abuse,Sustained Finding,Pending
16-0455,DD,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0456,AE,White,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0457,SA,Black,Female,Harassment,Other than Sustained Finding,Not Applicable
16-0458,JF,White,Male,Verbal Abuse,Sustained Finding,Training/Counseling
16-0458,BM,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0458,BM,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0458,BM,White,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0458,BM,White,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0458,KL,White,Female,Departmental Violation,Sustained Finding,Training/Counseling
16-0458,JT,Black,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0458,KL,White,Female,Departmental Violation,Sustained Finding,Training/Counseling
16-0458,JT,Black,Male,Departmental Violation,Sustained Finding,Training/Counseling
16-0458,KL,White,Female,Departmental Violation,Sustained Finding,Training/Counseling
16-0458,KL,White,Female,Departmental Violation,Sustained Finding,Training/Counseling
16-0459,JM,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0459,CK,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0460,LJ,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0461,BK,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0462,AB,Latino,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0463,MR,Black,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0463,MR,Black,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0464,UNK,UNK,UNK,Criminal Allegation,Other than Sustained Finding,Not Applicable
16-0464,MF,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0465,JA,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0465,VH,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0465,JA,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0465,VH,Black,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0466,JP,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0467,BB,White,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0468,CL,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0469,MR,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0469,MR,Latino,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0469,UNK,UNK,UNK,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0469,UNK,UNK,UNK,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0469,DL,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0470,MS,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0470,CM,White,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0470,JS,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0471,SC,White,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0472,JD,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0473,RM,Black,Female,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0473,DR,Black,Female,Harassment,Other than Sustained Finding,Not Applicable
16-0473,DR,Black,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0474,SP,White,Female,Unprofessional Conduct,Other than Sustained Finding,Not Applicable
16-0475,BM,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0475,DS,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0475,KH,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0476,MV,Black,Female,Lack of Service,Other than Sustained Finding,Not Applicable
16-0477,LZ,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0477,KC,White,Male,Departmental Violation,Other than Sustained Finding,Not Applicable
16-0477,KC,White,Male,Other Misconduct,Other than Sustained Finding,Not Applicable
16-0477,KC,White,Male,Verbal Abuse,Other than Sustained Finding,Not Applicable
16-0477,KC,White,Male,Lack of Service,Other than Sustained Finding,Not Applicable
16-0478,CD,Black,Male,Physical Abuse,Other than Sustained Finding,Not Applicable
16-0479,UNK,UNK,UNK,Verbal Abuse,Other than Sustained Finding,Not Applicable
